,Security Name,Ticker,Sector Name
539492,Garbi Finvest Ltd,GARBIFIN,Financial Services
539493,Adharshila Capital Services Ltd,ADHARSHILA,Financial Services
539494,Smart Finsec Ltd,SMARTFIN,Financial Services
539495,Rajkot Investment Trust Ltd,RAJKOTINV,Financial Services
539506,Adcon Capital Services Ltd,ADCON,Financial Services
539515,Quint Digital Media Ltd,QUINT,"Media, Entertainment & Publication"
539516,HDFC Nifty ETF,HDFCNIFETF,-
539517,HDFC Sensex ETF - Open Ended Traded Fund,SXETF,-
539518,Uday Jewellery Industries Ltd,UDAYJEW,Consumer Durables
539519,Mayukh Dealtrade Ltd,MAYUKH,Consumer Services
539521,Navigant Corporate Advisors Ltd,NAVIGANT,Financial Services
539522,Grovy India Ltd,GROVY,Financial Services
539523,Alkem Laboratories Ltd,ALKEM,Healthcare
539524,Dr. Lal PathLabs Ltd,LALPATHLAB,Healthcare
539526,Suncare Traders Ltd,SCTL,Services
539527,Creative Castings Ltd,CREATIVE,Capital Goods
539528,Aayush Food and Herbs Ltd,AAYUSH,Fast Moving Consumer Goods
539533,Elitecon International Ltd,ELITECON,Services
539542,Lux Industries Ltd,LUXIND,Textiles
539543,Valley Magnesite Company Ltd,VALLEY,Financial Services
539544,Abhishek Infraventures Ltd,ABHIINFRA,Realty
539545,Apoorva Leasing Finance and Investment Company Ltd,APOORVA,Financial Services
539546,Beekay Niryat Ltd,BNL,Services
539551,Narayana Hrudayalaya Ltd,NH,Healthcare
539552,F Mec International Financial Services Ltd,FMEC,Financial Services
539559,Deep Diamond India Ltd,DDIL,Consumer Durables
539560,Abhijit Trading Company Ltd,ABHIJIT,Fast Moving Consumer Goods
539561,Remedium Lifecare Ltd,REMLIFE,Services
539562,Aarnav Fashions Ltd,AARNAV,Textiles
539570,Acewin Agriteck Ltd,ACEWIN,Fast Moving Consumer Goods
539584,Sharanam Infraproject and Trading Ltd,SIPTL,Services
539593,Shivansh Finserve Ltd,SHIVA,Financial Services
539594,Mishtann Foods Ltd,MISHTANN,Fast Moving Consumer Goods
539596,Delta Industrial Resources Ltd,DELTA,Financial Services
539597,Jindal Stainless (Hisar) Ltd,JSLHISAR,Capital Goods
539598,Oracle Credit Ltd,ORACLECR,Financial Services
539599,Kotia Enterprises Ltd,KEL,Consumer Services
539600,Chamak Holdings Ltd,CHAMAK,Services
539607,Blue Cloud Softech Solutions Ltd,BLUECLOUDS,Information Technology
539620,A Infrastructure Ltd,AINFRA,Construction Materials
539621,BCL Enterprises Ltd,BCLENTERPR,Financial Services
539636,Precision Camshafts Ltd,PRECAM,Automobile and Auto Components
539637,Blueblood Ventures Ltd,BVL,Financial Services
539658,TeamLease Services Ltd,TEAMLEASE,Services
539659,Vidli Restaurants Ltd,VIDLI,Consumer Services
539660,Best Agrolife Ltd,BESTAGRO,Chemicals
539661,Ace Men Engg Works Ltd,ACEMEN,Consumer Services
539662,BFL Asset Finvest Ltd,BFLAFL,Financial Services
539673,Radhagobind Commercial Ltd,RCL,Consumer Services
539678,Quick Heal Technologies Ltd,QUICKHEAL,Information Technology
539679,Kapil Raj Finance Ltd,KAPILRAJ,Financial Services
539680,Ganga Pharmaceuticals Ltd,GANGAPHARM,Healthcare
539681,Dynamic Archistructures Ltd,DAL,Financial Services
539682,Lucent Industries Ltd,LUCENT,Consumer Services
539683,Shivkamal Impex Ltd,SHIVKAMAL,Financial Services
539686,K.P. Energy Ltd,KPEL,Power
539692,Interactive Financial Services Ltd,IFINSER,Financial Services
539697,Hiliks Technologies Ltd,HILIKS,Financial Services
539724,Hypersoft Technologies Ltd,HYPERSOFT,Information Technology
539725,Gokul Agro Resources Ltd,GOKULAGRO,Fast Moving Consumer Goods
539730,Fredun Pharmaceuticals Ltd,FREDUN,Healthcare
539742,Simbhaoli Sugars Ltd,SIMBHALS,Fast Moving Consumer Goods
539760,Relicab Cable Manufacturing Ltd,RELICAB,Capital Goods
539762,Modern Converters Ltd,MODCL,Fast Moving Consumer Goods
539767,Mega Nirman and Industries Ltd,MNIL,Realty
539770,Darjeeling Ropeway Company Ltd,DARJEELING,Financial Services
539773,Advik Capital Ltd,ADVIKCA,Financial Services
539784,LIC MF Exchange Traded Fund- NIFTY 100,LICNFNHGP,-
539785,Pudumjee Paper Products Ltd,PDMJEPAPER,Forest Materials
539787,HealthCare Global Enterprises Ltd,HCG,Healthcare
539788,Khemani Distributors & Marketing Ltd,KDML,Consumer Services
539798,Umiya Tubes Ltd,UMIYA,Capital Goods
539799,Bharat Wire Ropes Ltd,BHARATWIRE,Capital Goods
539800,CHD Chemicals Ltd,CHDCHEM,Chemicals
539807,Infibeam Avenues Ltd,INFIBEAM,Financial Services
539814,LE Lavoir Ltd,LELAVOIR,Services
539819,Mudra Financial Services Ltd,MUDRA,Financial Services
539833,Shivom Investment & Consultancy Ltd,SICLTD,Financial Services
539834,Balgopal Commercial Ltd,BALGOPAL,Services
539835,Superior Finlease Ltd,SUPERIOR,Financial Services
539837,Raghav Productivity Enhancers Ltd,RPEL,Capital Goods
539839,Franklin Leasing and Finance Ltd,FRANKLIN,Financial Services
539841,Lancer Container Lines Ltd,LANCER,Services
539843,NINtec Systems Ltd,NINSYS,Information Technology
539844,Equitas Holdings Ltd,EQUITAS,Financial Services
539854,Halder Venture Ltd,HALDER,Fast Moving Consumer Goods
539861,SKIL Infrastructure Ltd,SKIL,Construction
539871,Thyrocare Technologies Ltd,THYROCARE,Healthcare
539872,Bajaj Healthcare Ltd,BAJAJHCARE,Healthcare
539874,Ujjivan Financial Services Ltd,UJJIVAN,Financial Services
539875,RSD Finance Ltd,RSDFIN,Financial Services
539876,Crompton Greaves Consumer Electricals Ltd,CROMPTON,Consumer Durables
539883,Pilani Investment and Industries Corporation Ltd,PILANIINVS,Financial Services
539884,Darshan Orna Ltd,DARSHANORNA,Consumer Durables
539889,Parag Milk Foods Ltd,PARAGMILK,Fast Moving Consumer Goods
539894,Madhav Infra Projects Ltd,MADHAVIPL,Construction
539895,Shalimar Agencies Ltd,SAGL,Financial Services
539910,Kome-On Communication Ltd,KOCL,"Media, Entertainment & Publication"
539917,Nagarjuna Fertilizers and Chemicals Ltd,NAGARFERT,Chemicals
539921,Shanti Educational Initiatives Ltd,SEIL,Consumer Services
539922,Rotographics (India) Ltd,RGIL,Services
539927,Likhami Consulting Ltd,LIKHAMI,Services
539938,Medico Intercontinental Ltd,MIL,Financial Services
539939,Yash Chemex Ltd,YASHCHEM,Chemicals
539940,Max Ventures and Industries Ltd,MAXVIL,Financial Services
539945,ICICI Prudential Nifty50 Value 20 ETF,ICICINV20,-
539946,Bazel International Ltd,BAZELINTER,Financial Services
539947,Jindal Leasefin Ltd,JLL,Financial Services
539956,TAAL Enterprises Ltd,TAALENT,Services
539957,Mahanagar Gas Ltd,MGL,"Oil, Gas & Consumable Fuels"
539963,Zeal Aqua Ltd,ZEAL,Fast Moving Consumer Goods
539978,Quess Corp Ltd,QUESS,Services
539979,Digjam Ltd,DIGJAMLTD,Textiles
539980,ICICI Prudential S&P BSE Midcap Select ETF,ICICIMCAP,-
539982,Advance Syntex Ltd,ASYL,Capital Goods
539984,Hindusthan Urban Infrastructure Ltd,HUIL,Capital Goods
539985,Titaanium Ten Enterprise Ltd,TITAANIUM,Textiles
539986,Commercial Syn Bags Ltd,COMSYN,Capital Goods
539991,Confidence Futuristic Energetech Ltd,CFEL,Services
539992,Lloyds Steels Industries Ltd,LLOYDSTEEL,Capital Goods
539997,Kwality Pharmaceuticals Ltd,KPL,Healthcare
540005,Larsen & Toubro Infotech Ltd,LTI,Information Technology
540006,East West Holdings Ltd,EASTWEST,Services
540008,BIRLA SUN LIFE SENSEX ETF,BSLSENETFG,-
540023,Colorchips New Media Ltd,COLORCHIPS,"Media, Entertainment & Publication"
540025,Advanced Enzyme Technologies Ltd,ADVENZYMES,Fast Moving Consumer Goods
540026,Ladam Affordable Housing Ltd,LAHL,Realty
540027,Prabhat Technologies (India) Ltd,PTIL,Consumer Services
540047,Dilip Buildcon Ltd,DBL,Construction
540048,S.P. Apparels Ltd,SPAL,Textiles
540061,Bigbloc Construction Ltd,BIGBLOC,Construction Materials
540062,Golden Crest Education & Services Ltd,GOLDENCREST,Consumer Services
540063,ECS Biztech Ltd,ECS,Information Technology
540064,Future Retail Ltd,FRETAIL,Consumer Services
540065,RBL Bank Ltd,RBLBANK,Financial Services
540066,AMS Polymers Ltd,AMS,Chemicals
540072,Shiva Granito Export Ltd,SHIVAEXPO,Construction Materials
540073,BLS International Services Ltd,BLS,Consumer Services
540078,Mitsu Chem Plast Ltd,MITSU,Capital Goods
540079,Sprayking Agro Equipment Ltd,SPRAYKING,Capital Goods
540081,SAB Events & Governance Now Media Ltd,GOVNOW,"Media, Entertainment & Publication"
540082,Riddhi Steel and Tube Ltd,RSTL,Capital Goods
540083,TV Vision Ltd,TVVISION,"Media, Entertainment & Publication"
540084,Spicy Entertainment and Media Ltd,SPICY,"Media, Entertainment & Publication"
540097,Visco Trade Associates Ltd,VISCO,Financial Services
540108,Tiaan Consumer Ltd,TIAANC,Fast Moving Consumer Goods
540115,L&T Technology Services Ltd,LTTS,Information Technology
540124,G N A Axles Ltd,GNA,Automobile and Auto Components
540125,Radhika Jeweltech Ltd,RADHIKAJWE,Consumer Durables
540132,Sabrimala Industries India Ltd,SIIL,Services
540133,ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,Financial Services
540134,Ishaan Infrastructures and Shelters Ltd,IISL,Construction
540135,ARC Finance Ltd,ARCFIN,Financial Services
540136,HPL Electric & Power Ltd,HPL,Consumer Durables
540143,Sagarsoft (India) Ltd,SAGARSOFT,Information Technology
540144,DRA Consultants Ltd,DRA,Services
540145,Valiant Organics Ltd,VALIANTORG,Chemicals
540146,Aditya Consumer Marketing Ltd,ACML,Consumer Services
540147,Shashijit Infraprojects Ltd,SHASHIJIT,Construction
540148,Bindal Exports Ltd,BINDALEXPO,Consumer Durables
540150,Mewar Hi-Tech Engineering Ltd,MHEL,Construction
540151,Diksat Transworld Ltd,DIKSAT,"Media, Entertainment & Publication"
540153,Endurance Technologies Ltd,ENDURANCE,Automobile and Auto Components
540154,IDFC SENSEX ETF,IDFSENSEXE,-
540159,Purple Entertainment Ltd,PURPLE,"Media, Entertainment & Publication"
540168,Supra Pacific Management Consultancy Ltd,SUPRAP,Financial Services
540173,PNB Housing Finance Ltd,PNBHOUSING,Financial Services
540174,Southern Infosys Ltd,SOUTHERNIN,Information Technology
540175,Regency Fincorp Ltd,REGENCY,Financial Services
540180,Varun Beverages Ltd,VBL,Fast Moving Consumer Goods
540181,Salem Erode Investments Ltd,SALEM,Financial Services
540190,Franklin Industries Ltd,FRANKLININD,Services
540192,LKP Securities Ltd,LKPSEC,Financial Services
540198,Osiajee Texfab Ltd,OSIAJEE,Textiles
540199,Corporate Merchant Bankers Ltd,CMBL,Financial Services
540203,Sheela Foam Ltd,SFL,Consumer Durables
540204,Eiko Lifesciences Ltd,EIKO,Chemicals
540205,Aditya Vision Ltd,AVL,Consumer Services
540210,Heads UP Ventures Ltd,HEADSUP,Textiles
540211,Sparkling (India) Finshares Ltd,SIFL,Financial Services
540212,TCI Express Ltd,TCIEXP,Services
540221,Shashank Traders Ltd,SHASHANK,Services
540222,Laurus Labs Ltd,LAURUSLABS,Healthcare
540243,New Light Apparels Ltd,NEWLIGHT,Services
540252,Veeram Securities Ltd,VSL,Consumer Durables
540254,Marg Techno Projects Ltd,MTPL,Financial Services
540259,Shangar Decor Ltd,SHANGAR,Services
540266,Globe Commercials Ltd,GLCL,Services
540268,Dhanvarsha Finvest Ltd,DHANVARSHA,Financial Services
540269,Super Fine Knitters Ltd,SKL,Consumer Durables
540270,Raideep Industries Ltd,RAIDEEPIND,Services
540293,Pricol Ltd,PRICOLLTD,Automobile and Auto Components
540310,Classic Filaments Ltd,CFL,Textiles
540311,JITF Infralogistics Ltd,JITFINFRA,Utilities
540318,Sueryaa Knitwear Ltd,SUERYAAKNI,Textiles
540332,Tanvi Foods (India) Ltd,TANVI,Fast Moving Consumer Goods
540358,RMC Switchgears Ltd,RMC,Capital Goods
540359,Parmax Pharma Ltd,PARMAX,Healthcare
540360,Leading Leasing Finance And Investment Company Ltd,LLFICL,Financial Services
540361,Danube Industries Ltd,DANUBE,Services
540366,Music Broadcast Ltd,RADIOCITY,"Media, Entertainment & Publication"
540376,Avenue Supermarts Ltd,DMART,Consumer Services
540377,IFL Enterprises Ltd,IFL,Services
540385,KD Leisures Ltd,KDLL,Financial Services
540386,Ontic Finserve Ltd,ONTIC,Financial Services
540393,Sarthak Metals Ltd,SMLT,Capital Goods
540395,Chemcrux Enterprises Ltd,CHEMCRUX,Chemicals
540396,Manomay Tex India Ltd,MANOMAY,Textiles
540401,Maximus International Ltd,MAXIMUS,Services
540402,Manas Properties Ltd,MANAS,Realty
540403,CL Educate Ltd,CLEDUCATE,Consumer Services
540404,Prime Fresh Ltd,PRIMEFRESH,Fast Moving Consumer Goods
540405,Oceanic Foods Ltd,OCEANIC,Fast Moving Consumer Goods
540416,Octaware Technologies Ltd,OCTAWARE,Information Technology
540425,Shankara Building Products Ltd,SHANKARA,Consumer Services
540455,Escorp Asset Management Ltd,ESCORP,Financial Services
540467,Parmeshwari Silk Mills Ltd,PARMSILK,Consumer Durables
540468,KMS Medisurgi Ltd,KMSMEDI,Healthcare
540481,Classic Leasing & Finance Ltd,CLFL,Financial Services
540492,Starlineps Enterprises Ltd,STARLENT,Metals & Mining
540497,S Chand and Company Ltd,SCHAND,"Media, Entertainment & Publication"
540515,Kanungo Financiers Ltd,KANUNGO,Financial Services
540519,Meera Industries Ltd,MEERA,Capital Goods
540530,Housing & Urban Development Corporation Ltd,HUDCO,Financial Services
540544,PSP Projects Ltd,PSPPROJECT,Construction
540545,Bhakti Gems and Jewellery Ltd,BGJL,Consumer Durables
540550,Yug Decor Ltd,YUG,Chemicals
540570,Variman Global Enterprises Ltd,VARIMAN,Services
540575,Star Cement Ltd,STARCEMENT,Construction Materials
540590,Riddhi Corporate Services Ltd,RIDDHICORP,Information Technology
540595,Tejas Networks Ltd,TEJASNET,Telecommunication
540596,Eris Lifesciences Ltd,ERIS,Healthcare
540597,Containerway International Ltd,CONTAINER,Services
540602,GTPL Hathway Ltd,GTPL,"Media, Entertainment & Publication"
540611,AU Small Finance Bank Ltd,AUBANK,Financial Services
540612,ICICI Prudential Nifty 100 Low Volatility 30 ETF,ICICILOVOL,-
540613,Gautam Exim Ltd,GEL,Services
540614,G G Engineering Ltd,GGENG,Capital Goods
540615,7NR Retail Ltd,7NR,Consumer Services
540621,Bhagyanagar Properties Ltd,BHAGYAPROP,Services
540642,Salasar Techno Engineering Ltd,SALASAR,Capital Goods
540647,Ganges Securities Ltd,GANGESSEC,Financial Services
540648,Palash Securities Ltd,PALASHSEC,Fast Moving Consumer Goods
540649,Avadh Sugar & Energy Ltd,AVADHSUGAR,Fast Moving Consumer Goods
540650,Magadh Sugar & Energy Ltd,MAGADHSUGAR,Fast Moving Consumer Goods
540651,Jigar Cables Ltd,JIGAR,Capital Goods
540652,Captain Technocast Ltd,CTCL,Capital Goods
540653,Sintex Plastics Technology Ltd,SINTEXPLAST,Capital Goods
540654,Globalspace Technologies Ltd,GSTL,Information Technology
540669,UTI Nifty Next 50 ETF,UTINEXT50,-
540673,SIS Ltd,SIS,Services
540678,Cochin Shipyard Ltd,COCHINSHIP,Capital Goods
540679,SMS Lifesciences India Ltd,SMSLIFE,Healthcare
540680,KIOCL Ltd,KIOCL,Metals & Mining
540681,Chothani Foods Ltd,CHOTHANI,Fast Moving Consumer Goods
540686,Smruthi Organics Ltd,SMRUTHIORG,Healthcare
540691,Aditya Birla Capital Ltd,ABCAPITAL,Financial Services
540692,Apex Frozen Foods Ltd,APEX,Fast Moving Consumer Goods
540693,Shish Industries Ltd,SHISHIND,Capital Goods
540694,ANG Lifesciences India Ltd,ANG,Healthcare
540695,Dhruv Wellness Ltd,DWL,Services
540696,KCD Industries India Ltd,KCDGROUP,Services
540697,A & M Febcon Ltd,AMFL,Capital Goods
540699,Dixon Technologies (India) Ltd,DIXON,Consumer Durables
540700,Bharat Road Network Ltd,BRNL,Construction
540701,Dishman Carbogen Amcis Ltd,DCAL,Healthcare
540702,Lasa Supergenerics Ltd,LASA,Healthcare
540703,Pro Clb Global Ltd,PROCLB,Services
540704,Matrimony.com Ltd,MATRIMONY,Consumer Services
540709,Reliance Home Finance Ltd,RELHOME,Financial Services
540710,Capacite Infraprojects Ltd,CAPACITE,Construction
540715,Sagar Diamonds Ltd,SAGAR,Consumer Durables
540716,ICICI Lombard General Insurance Company Ltd,ICICIGI,Financial Services
540717,Polo Queen Industrial and Fintech Ltd,PQIF,Services
540718,AKM Lace and Embrotex Ltd,AKM,Textiles
540719,SBI Life Insurance Company Ltd,SBILIFE,Financial Services
540724,Prataap Snacks Ltd,DIAMONDYD,Fast Moving Consumer Goods
540725,Share India Securities Ltd,SHAREINDIA,Financial Services
540726,Trident Texofab Ltd,TTFL,Textiles
540727,Poojawestern Metaliks Ltd,POOJA,Capital Goods
540728,Sayaji Industries Ltd,SAYAJIIND,Fast Moving Consumer Goods
540729,Vanta Bioscience Ltd,VANTABIO,Healthcare
540730,Mehai Technology Ltd,MEHAI,Services
540735,IRIS Business Services Ltd,IRIS,Information Technology
540737,Shree Ganesh Remedies Ltd,SGRL,Healthcare
540738,Shreeji Translogistics Ltd,STL,Services
540743,Godrej Agrovet Ltd,GODREJAGRO,Fast Moving Consumer Goods
540749,MAS Financial Services Ltd,MASFIN,Financial Services
540750,Indian Energy Exchange Ltd,IEX,Financial Services
540755,General Insurance Corporation of India,GICRE,Financial Services
540756,Kaarya Facilities and Services Ltd,KAARYAFSL,Services
540757,Sheetal Cool Products Ltd,SCPL,Fast Moving Consumer Goods
540762,Tube Investments of India Ltd,TIINDIA,Automobile and Auto Components
540767,Nippon Life India Asset Management Ltd,NAM-INDIA,Financial Services
540768,Mahindra Logistics Ltd,MAHLOG,Services
540769,The New India Assurance Company Ltd,NIACL,Financial Services
540774,IFGL Refractories Ltd,IFGLEXPOR,Capital Goods
540775,Khadim India Ltd,KHADIM,Consumer Durables
540776,5paisa Capital Ltd,5PAISA,Financial Services
540777,HDFC Life Insurance Company Ltd,HDFCLIFE,Financial Services
540778,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR DVP 06JN21,NIVBDDP,-
540779,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B DR GWTH 06JN21,NIVBDGP,-
540780,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG DVP 06JN21,NIVBDP,-
540781,NIPPON INDIA MUTUAL FUND  CAPITAL BUILDER FD SR B RG GWTH 06JN21,NIVBGP,-
540782,Sanghvi Brands Ltd,SBRANDS,Consumer Services
540786,Sharika Enterprises Ltd,SHARIKA,Services
540787,BHARAT 22 ETF - ICICI Prudential AMC,ICICIB22,-
540788,Aspira Pathlab & Diagnostics Ltd,ASPIRA,Healthcare
540789,Diligent Media Corporation Ltd,DNAMEDIA,"Media, Entertainment & Publication"
540795,Dynamic Cables Ltd,DYNAMIC,Capital Goods
540796,Ratnabhumi Developers Ltd,RATNABHUMI,Realty
540797,Shalby Ltd,SHALBY,Healthcare
540798,Future Supply Chain Solutions Ltd,FSC,Services
540809,MRC Exim Ltd,MRCEXIM,Services
540811,Diggi Multitrade Ltd,DML,Services
540821,Sadhna Broadcast Ltd,SADHNA,"Media, Entertainment & Publication"
540823,Vitesse Agro Ltd,VITESSE,Services
540824,Astron Paper & Board Mill Ltd,ASTRON,Forest Materials
540829,Chandrima Mercantiles Ltd,CHANDRIMA,Services
540843,Rithwik Facility Management Services Ltd,RITHWIKFMS,Services
540850,Jhandewalas Foods Ltd,JFL,Fast Moving Consumer Goods
540874,7Seas Entertainment Ltd,7SEASL,"Media, Entertainment & Publication"
540879,Apollo Micro Systems Ltd,APOLLO,Capital Goods
540900,Newgen Software Technologies Ltd,NEWGEN,Information Technology
540901,Praxis Home Retail Ltd,PRAXIS,Consumer Services
540902,Amber Enterprises India Ltd,AMBER,Consumer Durables
540904,Tirupati Foam Ltd,TIRUFOAM,Consumer Durables
540914,SRU Steels Ltd,SRUSTEELS,Services
540923,Ashoka Metcast Ltd,AML,Construction
540935,Galaxy Surfactants Ltd,GALAXYSURF,Chemicals
540936,Gautam Gems Ltd,GGL,Consumer Durables
540937,Medico Remedies Ltd,MEDICO,Healthcare
540938,Gujarat Hy-Spin Ltd,GUJHYSPIN,Textiles
540952,Lorenzini Apparels Ltd,LAL,Textiles
540953,Kenvi Jewels Ltd,KENVI,Consumer Durables
540954,The Indian Wood Products Company Ltd,IWP,Forest Materials
540955,Tasty Dairy Specialities Ltd,TDSL,Fast Moving Consumer Goods
540956,Bhatia Communications & Retail (India) Ltd,BHATIA,Consumer Services
540961,Shiva Mills Ltd,SHIVAMILLS,Textiles
540975,Aster DM Healthcare Ltd,ASTERDM,Healthcare
540980,The Yamuna Syndicate Ltd,YSL,Services
540981,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option,KTINDF4RG,-
540982,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option,KTINDF4RD,-
540983,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION,KTINDF4DG,-
540984,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option,KTINDF4DD,-
541005,Kanco Tea & Industries Ltd,KANCOTEA,Fast Moving Consumer Goods
541006,Angel Fibers Ltd,ANGEL,Textiles
541019,H.G. Infra Engineering Ltd,HGINFRA,Construction
541083,Inflame Appliances Ltd,INFLAME,Consumer Durables
541096,Bharat Parenterals Ltd,BPLPHARMA,Healthcare
541112,Shreeshay Engineers Ltd,SHREESHAY,Construction
541133,Apex Capital And Finance Ltd,ACFL,Financial Services
541143,Bharat Dynamics Ltd,BDL,Capital Goods
541144,Active Clothing Co Ltd,ACTIVE,Textiles
541151,Ridings Consulting Engineers India Ltd,RIDINGS,Services
541152,Goyal Aluminiums Ltd,GOYALALUM,Services
541153,Bandhan Bank Ltd,BANDHANBNK,Financial Services
541154,Hindustan Aeronautics Ltd,HAL,Capital Goods
541161,KBC Global Ltd,KBCGLOBAL,Realty
541163,Sandhar Technologies Ltd,SANDHAR,Automobile and Auto Components
541167,Yasho Industries Ltd,YASHO,Chemicals
541178,Benara Bearings and Pistons Ltd,BENARA,Capital Goods
541179,ICICI Securities Ltd,ISEC,Financial Services
541195,Mishra Dhatu Nigam Ltd,MIDHANI,Capital Goods
541196,Lex Nimble Solutions Ltd,LEX,Services
541206,Orissa Bengal Carrier Ltd,OBCL,Services
541228,Taylormade Renewables Ltd,TRL,Capital Goods
541233,Lemon Tree Hotels Ltd,LEMONTREE,Consumer Services
541269,Chemfab Alkalis Ltd,CHEMFABALKA,Chemicals
541276,Hardwyn India Ltd,HARDWYN,Services
541299,Dr Lalchandani Labs Ltd,DLCL,Healthcare
541301,Orient Electric Ltd,ORIENTELEC,Consumer Durables
541302,Dhruv Consultancy Services Ltd,DHRUV,Services
541303,Akshar Spintex Ltd,AKSHAR,Textiles
541304,Indo Us Bio-Tech Ltd,INDOUS,Fast Moving Consumer Goods
541313,ICICI Prudential S&P BSE 500 ETF,ICICI500,-
541336,Indostar Capital Finance Ltd,INDOSTAR,Financial Services
541337,Milestone Furniture Ltd,MILEFUR,Consumer Durables
541338,U. H. Zaveri Ltd,UHZAVERI,Consumer Durables
541347,Parvati Sweetners and Power Ltd,PARVATI,Fast Moving Consumer Goods
541352,Megastar Foods Ltd,MEGASTAR,Fast Moving Consumer Goods
541353,Innovators Facade Systems Ltd,INNOVATORS,Capital Goods
541358,Shree Worstex Ltd,SHWL,Financial Services
541400,Zim Laboratories Ltd,ZIMLAB,Healthcare
541402,Affordable Robotic & Automation Ltd,AFFORDABLE,Capital Goods
541403,Dollar Industries Ltd,DOLLAR,Textiles
541418,Nakoda Group of Industries Ltd,NGIL,Fast Moving Consumer Goods
541444,Palm Jewels Ltd,PALMJEWELS,Services
541445,Waa Solar Ltd,WAA,Power
541450,Adani Green Energy Ltd,ADANIGREEN,Power
541503,Unick Fix-A-Form And Printers Ltd,UNICK,"Media, Entertainment & Publication"
541540,Solara Active Pharma Sciences Ltd,SOLARA,Healthcare
541546,Gayatri Highways Ltd,GAYAHWS,Construction
541556,RITES Ltd,RITES,Construction
541557,Fine Organic Industries Ltd,FINEORG,Chemicals
541578,Varroc Engineering Ltd,VARROC,Automobile and Auto Components
541601,Rajnish Wellness Ltd,RAJNISH,Healthcare
541627,Hi-Tech Winding Systems Ltd,HITECHWIND,Forest Materials
541633,Sophia Traexpo Ltd,STRAEXPO,Forest Materials
541634,Raw Edge Industrial Solutions Ltd,RAWEDGE,Metals & Mining
541700,TCNS Clothing Co. Ltd,TCNSBRANDS,Textiles
541701,Supershakti Metaliks Ltd,SUPERSHAKT,Capital Goods
541702,Ashnisha Industries Ltd,ASHNI,Services
541703,Ganesh Films India Ltd,GFIL,Consumer Services
541729,HDFC Asset Management Company Ltd,HDFCAMC,Financial Services
541735,Vivanta Industries Ltd,VIVANTA,Construction
541741,Tinna Trade Ltd,TINNATFL,Services
541770,CreditAccess Grameen Ltd,CREDITACC,Financial Services
541771,Amin Tannery Ltd,AMINTAN,Consumer Durables
541778,Deep Polymers Ltd,DEEP,Chemicals
541799,Sungold Media and Entertainment Ltd,SMEL,"Media, Entertainment & Publication"
541809,ICICI Prudential Nifty Next 50 ETF,ICICINXT50,-
541865,Add-Shop ERetail Ltd,ASRL,Consumer Services
541890,Space Incubatrics Technologies Ltd,SPACEINCUBA,Information Technology
541929,Synergy Green Industries Ltd,SGIL,Capital Goods
541945,Ranjeet Mechatronics Ltd,RANJEET,Construction
541956,IRCON International Ltd,IRCON,Construction
541967,Sky Gold Ltd,SKYGOLD,Consumer Durables
541972,SBI - ETF - SENSEX NEXT 50,SETFSN50,-
541973,Mac Hotels Ltd,MACH,Consumer Services
541974,Manorama Industries Ltd,MANORAMA,Fast Moving Consumer Goods
541983,Innovative Ideals and Services (India) Ltd,INNOVATIVE,Services
541988,AAVAS Financiers Ltd,AAVAS,Financial Services
541999,Genera Agri Corp Ltd,GENERAAGRI,Fast Moving Consumer Goods
542002,Devoted Construction Ltd,DCL,Realty
542011,Garden Reach Shipbuilders & Engineers Ltd,GRSE,Capital Goods
542012,A-1 Acid Ltd,AAL,Chemicals
542013,Dolfin Rubbers Ltd,DOLFIN,Automobile and Auto Components
542019,Shubham Polyspin Ltd,SHUBHAM,Textiles
542020,AKI India Ltd,AKI,Consumer Durables
542025,Sun Retail Ltd,SUNRETAIL,Services
542034,S. M. Gold Ltd,SMGOLD,Consumer Durables
542046,Vivid Mercantile Ltd,VIVIDM,Realty
542057,BCPL Railway Infrastructure Ltd,BCPL,Construction
542066,Adani Total Gas Ltd,ATGL,"Oil, Gas & Consumable Fuels"
542117,Netripples Software Ltd,NETRIPPLES,Information Technology
542123,The Phosphate Company Ltd,PHOSPHATE,Chemicals
542131,MIRAE ASSET NIFTY 50 ETF (MAN50ETF),MAN50ETF,-
542141,Techno Electric & Engineering Company Ltd,TECHNOE*,Construction
542145,Roni Households Ltd,RONI,Services
542146,Shree Krishna Infrastructure Ltd,SKIFL,Realty
542155,Diksha Greens Ltd,DGL,Services
542176,Aryan Share and Stock Brokers Ltd,ARYAN,Financial Services
542206,Nivaka Fashions Ltd,NIVAKA,Textiles
542216,Dalmia Bharat Ltd,DALBHARAT,Construction Materials
542230,Aditya Birla Sun Life Nifty Next 50 ETF,ABSLNN50ET,-
542231,Nila Spaces Ltd,NILASPACES,Realty
542232,Shankar Lal Rampal Dye-Chem Ltd,SRD,Chemicals
